Lixo	it-codigo	desc-item	it-demanda	lote-economi	lote-minimo	lote-multipl	lote-mulven	peso-bruto	peso-liquido	pto-repos	quant-segur	tempo-segur	classif-abc	compr-fabric	data-implant	data-ult-ent	data-ult-sai	ge-codigo	lote-repos	ind-item-fat	desc-fam-comm	desc-fam-mat	desc-grp-estoq
		ITEM		1	1	1	1	0	0	0	0	7	3	1	01/01/23	?	?	99	0	yes		DEBITO DIRETO	DEBITO DIRETO
	100001	APARA ALTA DENSIDADE		0	1	0	1	0	0	0	0	7	3	1	01/05/23	?	?	1	0	yes		MATERIA PRIMA	MATERIA PRIMA
	100002	APARA BAIXA DENSIDADE		0	0	0	0	0	0	0	0	7	3	1	01/05/23	?	?	1	0	yes		MATERIA PRIMA	MATERIA PRIMA
	100003	APARA BAIXA DENSIDADE SEPARACAO		0	1	0	0	0	0	0	0	7	3	1	01/05/23	?	?	1	0	yes		MATERIA PRIMA	MATERIA PRIMA
	100004	APARA CRISTAL BAIXA DENSIDADE		0	1	0	0	0	0	0	0	7	3	1	01/05/23	?	?	1	0	yes		MATERIA PRIMA	MATERIA PRIMA
	100005	APARA LEITOSA BAIXA DENSIDADE		0	1	0	0	0	0	0	0	7	3	1	01/05/23	?	?	1	0	no		MATERIA PRIMA	MATERIA PRIMA
	100006	APARA PP		0	1	0	0	0	0	0	0	7	3	1	01/05/23	?	?	1	0	yes		MATERIA PRIMA	MATERIA PRIMA
	100007	BORRA COLORIDA / SUCATA PL STICA		0	1	0	0	0	0	0	0	7	3	1	05/06/23	?	?	2	0	yes		MATERIA PRIMA	SEMI ACABADO
	100008	APARA PRETA - COD. 900		0	1	0	1	0	0	0	0	7	3	1	05/06/23	31/08/24	?	2	0	no		MATERIA PRIMA	SEMI ACABADO
	100009	APARA AZUL - COD. 800		0	1	0	1	0	0	0	0	7	3	1	05/06/23	?	?	2	0	no		MATERIA PRIMA	SEMI ACABADO
	100010	APARA SACOLA - COD. 530		0	1	0	1	0	0	0	0	7	3	1	05/06/23	?	?	2	0	no		MATERIA PRIMA	SEMI ACABADO
	100011	APARA BOMLIXO PT - COD. 900B		0	1	0	1	0	0	0	0	7	3	1	05/06/23	?	?	2	0	no		MATERIA PRIMA	SEMI ACABADO
	100012	APARA BOMLIXO AZ - COD. 800B		0	1	0	1	0	0	0	0	7	3	1	05/06/23	?	?	2	0	no		MATERIA PRIMA	SEMI ACABADO
	100013	APARA SEPARADA PEBD		0	1	0	1	0	0	0	0	7	3	2	27/06/23	28/02/26	?	2	0	no		MATERIA PRIMA	SEMI ACABADO
	100014	APARA TERCEIROS		0	1	0	1	0	0	0	0	7	3	1	06/07/23	?	?	97	0	yes		MATERIA PRIMA	MATERIAL TERCEIROS
	100015	BOBINA SACOLA VIRGEM AZUL 38X48 (MANAUS)		0	1	0	1	0	0	0	0	7	3	1	18/09/23	?	?	1	0	yes		MATERIA PRIMA	MATERIA PRIMA
	100016	BOBINA SACOLA VIRGEM BRANCA 38X48 (MANAUS)		0	1	0	1	0	0	0	0	7	3	1	18/09/23	?	?	1	0	yes		MATERIA PRIMA	MATERIA PRIMA
	100017	BOBINA SACOLA VIRGEM TRANSP 38X48 (MANAUS)		0	1	0	1	0	0	0	0	7	3	1	18/09/23	?	?	1	0	yes		MATERIA PRIMA	MATERIA PRIMA
	100018	BOBINA PARA AL A FECHA FACIL LARANJA		0	1	0	1	0	0	0	0	7	3	1	18/09/23	?	?	1	0	yes		MATERIA PRIMA	MATERIA PRIMA
	100019	BOBINA PARA AL A FECHA FACIL VERMELHA		0	1	0	1	0	0	0	0	7	3	1	19/10/23	31/08/24	?	1	0	yes		MATERIA PRIMA	MATERIA PRIMA
	100020	APARA LEITOSA - GR O 100 / 240		0	1	0	1	0	0	0	0	7	3	1	17/11/23	?	?	2	0	no		MATERIA PRIMA	SEMI ACABADO
	100021	APARA CANELA - GR O 600		0	1	0	1	0	0	0	0	7	3	1	17/11/23	?	?	2	0	no		MATERIA PRIMA	SEMI ACABADO
	100022	APARA AZUL PEBD		0	0	0	0	0	0	0	0	7	3	1	02/12/23	?	?	1	0	yes		MATERIA PRIMA	MATERIA PRIMA
	100023	APARA LEITOSA ALTA DENSIDADE (PEAD)		0	0	0	0	0	0	0	0	7	3	1	08/12/23	?	?	1	0	yes		MATERIA PRIMA	MATERIA PRIMA
	100024	APARA CRISTAL ALTA DENSIDADE (PEAD)		0	0	0	0	0	0	0	0	7	3	1	08/12/23	?	?	1	0	yes		MATERIA PRIMA	MATERIA PRIMA
	100025	APARA AZUL ALTA DENSIDADE (PEAD)		0	0	0	0	0	0	0	0	7	3	1	08/12/23	?	?	1	0	yes		MATERIA PRIMA	MATERIA PRIMA
	100026	APARA LEITOSA SEPARA  O BAIXA DENSIDADE (PEBD)		0	0	0	0	0	0	0	0	7	3	1	08/12/23	?	?	1	0	yes		MATERIA PRIMA	MATERIA PRIMA
	100027	APARA SACOLA VIRGEM AZUL (PEAD)		0	0	0	0	0	0	0	0	7	3	1	08/12/23	?	?	2	0	yes		MATERIA PRIMA	SEMI ACABADO
	100028	APARA SACOLA VIRGEM BRANCO (PEAD)		0	0	0	0	0	0	0	0	7	3	1	08/12/23	?	?	1	0	yes		MATERIA PRIMA	MATERIA PRIMA
	100029	RESINA TX7003-PEBD		0	0	0	0	0	0	0	0	7	3	1	12/12/23	?	?	1	0	yes		MATERIA PRIMA	MATERIA PRIMA
	100030	APARA SACARIA BAIXA DENSIDADE (PEBD)		0	0	0	0	0	0	0	0	7	3	1	18/12/23	?	?	1	0	yes		MATERIA PRIMA	MATERIA PRIMA
	100031	APARA SACOLA VIRGEM TRANSPARENTE (PEAD)		0	0	0	0	0	0	0	0	7	3	1	27/12/23	?	?	1	0	yes		MATERIA PRIMA	MATERIA PRIMA
	100032	SUCATA PL STICA DE GR OS PP		0	1	1	0	0	0	0	0	7	3	2	23/03/24	31/05/25	?	2	0	yes		SEMI ACABADO	SEMI ACABADO
	100033	APARA METALOCENO		0	0	0	0	0	0	0	0	7	3	1	05/07/24	?	?	1	0	yes		MATERIA PRIMA	MATERIA PRIMA
	100034	RETRABALHO APARA PRETA - COD. 900		0	1	0	1	0	0	0	0	7	3	1	01/06/24	31/01/25	?	2	0	no		MATERIA PRIMA	SEMI ACABADO
	100035	RETRABALHO APARA AZUL - COD. 800		0	1	0	1	0	0	0	0	7	3	1	01/06/24	31/08/25	?	2	0	no		MATERIA PRIMA	SEMI ACABADO
	100036	RETRABALHO APARA LEITOSA - COD 100		0	1	0	1	0	0	0	0	7	3	1	01/06/24	?	?	2	0	no		MATERIA PRIMA	SEMI ACABADO
	100037	RETRABALHO APARA CANELA - COD. 600		0	1	0	1	0	0	0	0	7	3	1	01/06/24	?	?	2	0	no		MATERIA PRIMA	SEMI ACABADO
	100038	RETRABALHO APARA ALTA SACOLA AZUL VIRGEM		0	1	0	1	0	0	0	0	7	3	1	12/08/24	?	?	2	0	no		MATERIA PRIMA	SEMI ACABADO
	100039	RETRABALHO APARA ALTA SACOLA BRANCA VIRGEM		0	1	0	1	0	0	0	0	7	3	1	12/08/24	?	?	2	0	no		MATERIA PRIMA	SEMI ACABADO
	100040	RETRABALHO APARA ALTA SACOLA TRANSP. VIRGEM		0	1	0	1	0	0	0	0	7	3	1	12/08/24	?	?	2	0	no		MATERIA PRIMA	SEMI ACABADO
	100041	RETRABALHO APARA BORRA - COD. 300		0	1	0	1	0	0	0	0	7	3	1	12/08/24	?	?	2	0	no		MATERIA PRIMA	SEMI ACABADO
	100042	SUCATA DE PLASTICO TIPO A - VITOPLAST		0	0	0	0	0	0	0	0	7	3	1	23/09/24	?	?	1	0	yes		MATERIA PRIMA	MATERIA PRIMA
	100043	SUCATA PL STICA		0	1	1	0	0	0	0	0	7	3	1	20/12/24	?	?	2	0	yes		SEMI ACABADO	SEMI ACABADO
	100044	SUCATA PL STICA DE GR OS BORRA		0	1	1	0	0	0	0	0	7	3	2	14/01/25	31/08/25	?	2	0	yes		SEMI ACABADO	SEMI ACABADO
	100045	APARA BAIXA DENSIDADE - LAMINADA		0	1	0	0	0	0	0	0	7	3	1	24/01/25	?	?	1	0	yes		MATERIA PRIMA	MATERIA PRIMA
	100046	GRANULADO PEBD CANELA		0	1	0	1	0	0	0	0	7	3	1	13/03/25	?	?	1	0	yes		MATERIA PRIMA	MATERIA PRIMA
	100047	GRANULADO PEBD COLORIDO		0	1	0	1	0	0	0	0	7	3	1	13/03/25	?	?	1	0	yes		MATERIA PRIMA	MATERIA PRIMA
	100048	GRANULADO PEBD VERDE		0	1	0	1	0	0	0	0	7	3	1	13/03/25	?	?	1	0	yes		MATERIA PRIMA	MATERIA PRIMA
	100049	BOBINA AMOSTRA		0	1	1	1	0	0	0	0	7	3	1	01/04/25	?	?	1	0	yes		MATERIA PRIMA	MATERIA PRIMA
	100050	BOBINA PARA AL A FECHA FACIL VERMELHA		0	1	0	1	0	0	0	0	7	3	1	02/04/25	?	?	1	0	yes		MATERIA PRIMA	MATERIA PRIMA
	100051	GRANULOS DE PLASTICO		0	1	0	1	0	0	0	0	7	3	1	11/06/25	?	?	1	0	yes		MATERIA PRIMA	MATERIA PRIMA
	100052	ROTULO BOPP+PP - LEVFORT 050L PT		0	1	0	1	0	0	0	0	7	3	1	28/07/25	?	?	1	0	yes		MATERIA PRIMA	MATERIA PRIMA
	100053	ROTULO BOPP+PP - LEVFORT 100L PT		0	1	0	1	0	0	0	0	7	3	1	28/07/25	?	?	1	0	yes		MATERIA PRIMA	MATERIA PRIMA
	120000	CADERNO CAPA DURA COM PAUTAS 96FLS		1	1	1	1	0	0	0	0	7	3	1	23/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	120001	CANETA METAL TOUCH		1	1	1	1	0	0	0	0	7	3	1	23/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	120002	CORDAO PARA CRACHA EM POLIESTER		1	1	1	1	0	0	0	0	7	3	1	23/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	120003	MOCHILA DE NYLON 27 LITROS COM DOIS COMPARTIMENTOS		1	1	1	1	0	0	0	0	7	3	1	23/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	120004	ARQUIVO MORTO POLIONDA OF AZ FACIL		1	1	1	1	0	0	0	0	7	3	1	23/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	120005	BLOCO FLIP CHART 64X88 75G 50FLS		1	1	1	1	0	0	0	0	7	3	1	23/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	120006	CANETA BIC CRISTAL AZUL		1	1	1	1	0	0	0	0	7	3	1	23/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	120007	CANETA BIC CRISTAL VERMELHA		1	1	1	1	0	0	0	0	7	3	1	23/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	120008	CARTUCHO EPSON T544120/122 PRETO		1	1	1	1	0	0	0	0	7	3	1	23/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	120009	CARTUCHO EPSON T544220 CIANO		1	1	1	1	0	0	0	0	7	3	1	23/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	120010	CARTUCHO EPSON T544320 MAGENTA		1	1	1	1	0	0	0	0	7	3	1	23/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	120011	CARTUCHO EPSON T5444420 AMARELO		1	1	1	1	0	0	0	0	7	3	1	23/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	120012	GRAMP. METAL 266 25FLS 15.5CM JOCAR		1	1	1	1	0	0	0	0	7	3	1	23/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	120013	GRAMP 26/6 GALVANIZADO 5000X1		1	1	1	1	0	0	0	0	7	3	1	23/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	120014	PAPEL SULFITE CHAMEX A4 75G		1	1	1	1	0	0	0	0	7	3	1	23/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	120015	PASTA AZ OF LL USUAL GRAFITE		1	1	1	1	0	0	0	0	7	3	1	23/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	120016	PASTA L 1134 A4 CR ACP		1	1	1	1	0	0	0	0	7	3	1	23/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	120017	PINCEL ATOM. 1100-P AZ		1	1	1	1	0	0	0	0	7	3	1	23/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	120018	PINCEL MARCA TEXTO LUMIC. 200 AM		1	1	1	1	0	0	0	0	7	3	1	23/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	120019	PINCEL MARCA TEXTO LUMIC. 200 RS		1	1	1	1	0	0	0	0	7	3	1	23/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	120020	PLAST. P/ PASTA 04F 0,12 A4 ACP		1	1	1	1	0	0	0	0	7	3	1	23/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	120021	REGUA PLAST 030CM GROSSA CR 981.3		1	1	1	1	0	0	0	0	7	3	1	23/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	120022	TESOURA COSTURA ERGONOMICA 21CM NX21F		1	1	1	1	0	0	0	0	7	3	1	23/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	120023	TINTA PARA PINCEL ATOMOMICO 40ML RADEX AZ		1	1	1	1	0	0	0	0	7	3	1	23/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130000	PROTETOR AURICULAR PLUG		1	1	1	1	0	0	0	0	7	3	1	29/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130001	PROTETOR AURICULAR CONCHA		1	1	1	1	0	0	0	0	7	3	1	29/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130002	CINTURAO TIPO ABDOMINAL COM TALABARTE E TRAVA QUEDAS		1	1	1	1	0	0	0	0	7	3	1	29/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130003	MASCARA DE SOLDA		1	1	1	1	0	0	0	0	7	3	1	29/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130004	LENTE INTERNA INCOLOR 100 X 50 MM PARA M SCARA DE SOLDA.		1	1	1	1	0	0	0	0	7	3	1	29/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130005	MASCARA RESPIRAT RIA PFF2 COM CARTUCHO		1	1	1	1	0	0	0	0	7	3	1	29/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130006	CREME PROTETOR PARA PELE		1	1	1	1	0	0	0	0	7	3	1	29/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130007	PROTETOR SOLAR FATOR 60.		1	1	1	1	0	0	0	0	7	3	1	29/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130008	CREME DESENGRAXANTE NUTRIEX		1	1	1	1	0	0	0	0	7	3	1	29/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130009	LUVAS DE PROTECAO DE RASPA 20CM		1	1	1	1	0	0	0	0	7	3	1	29/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130010	MANGOTE DE RASPA		1	1	1	1	0	0	0	0	7	3	1	29/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130011	AVENTAL DE RASPA TIPO BARBEIRO		1	1	1	1	0	0	0	0	7	3	1	29/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130012	CAPACETE DE SEGURANCA COM JUGULAR		1	1	1	1	0	0	0	0	7	3	1	29/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130013	LUVAS DE PROTECAO TERMICA PARA ALTA TEMPERATURA		1	1	1	1	0	0	0	0	7	3	1	29/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130014	LUVAS DE PROTECAO PIGMENTADA		1	1	1	1	0	0	0	0	7	3	1	29/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130015	LUVAS DE PROTECAO LATEX VERNIZ SILVER SLIM TAMANHO P		1	1	1	1	0	0	0	0	7	3	1	29/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130016	LUVAS DE PROTECAO LATEX VERNIZ SILVER SLIM TAMANHO M		1	1	1	1	0	0	0	0	7	3	1	29/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130017	LUVAS DE PROTECAO LATEX VERNIZ LARANJA REFORCADA TAM P		1	1	1	1	0	0	0	0	7	3	1	29/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130018	LUVAS DE PROTECAO LATEX VERNIZ LARANJA REFORCADA TAM M		1	1	1	1	0	0	0	0	7	3	1	29/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130019	TOUCA CABELO TELA PRETA GARRA C5		1	1	1	1	0	0	0	0	7	3	1	29/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130020	BOTINA DE SEGURANCA COM BICO COMPOSITE N 34		1	1	1	1	0	0	0	0	7	3	1	29/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130021	BOTINA DE SEGURANCA COM BICO COMPOSITE N35		1	1	1	1	0	0	0	0	7	3	1	29/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130022	BOTINA DE SEGURANCA COM BICO COMPOSITE N36		1	1	1	1	0	0	0	0	7	3	1	29/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130023	BOTINA DE SEGURANCA COM BICO COMPOSITE N37		1	1	1	1	0	0	0	0	7	3	1	29/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130024	BOTINA DE SEGURANCA COM BICO COMPOSITE N38		1	1	1	1	0	0	0	0	7	3	1	29/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130025	BOTINA DE SEGURANCA COM BICO COMPOSITE N39		1	1	1	1	0	0	0	0	7	3	1	29/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130026	BOTINA DE SEGURANCA COM BICO COMPOSITE N40		1	1	1	1	0	0	0	0	7	3	1	29/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130027	BOTINA DE SEGURANCA COM BICO COMPOSITE N41		1	1	1	1	0	0	0	0	7	3	1	29/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130028	BOTINA DE SEGURANCA COM BICO COMPOSITE N42		1	1	1	1	0	0	0	0	7	3	1	29/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130029	BOTINA DE SEGURANCA COM BICO COMPOSITE N43		1	1	1	1	0	0	0	0	7	3	1	29/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130030	BOTINA DE SEGURANCA COM BICO COMPOSITE N44		1	1	1	1	0	0	0	0	7	3	1	29/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130031	BOTINA DE SEGURANCA COM BICO COMPOSITE N45		1	1	1	1	0	0	0	0	7	3	1	29/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130032	BOTINA DE SEGURAN A PARA ELETRICISTA N34		1	1	1	1	0	0	0	0	7	3	1	29/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130033	BOTINA DE SEGURAN A PARA ELETRICISTA N35		1	1	1	1	0	0	0	0	7	3	1	29/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130034	BOTINA DE SEGURAN A PARA ELETRICISTA N36		1	1	1	1	0	0	0	0	7	3	1	29/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130035	BOTINA DE SEGURAN A PARA ELETRICISTA N37		1	1	1	1	0	0	0	0	7	3	1	29/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130036	BOTINA DE SEGURAN A PARA ELETRICISTA N38		1	1	1	1	0	0	0	0	7	3	1	29/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130037	BOTINA DE SEGURAN A PARA ELETRICISTA N39		1	1	1	1	0	0	0	0	7	3	1	29/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130038	BOTINA DE SEGURAN A PARA ELETRICISTA N40		1	1	1	1	0	0	0	0	7	3	1	29/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130039	BOTINA DE SEGURAN A PARA ELETRICISTA N41		1	1	1	1	0	0	0	0	7	3	1	29/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130040	BOTINA DE SEGURAN A PARA ELETRICISTA N42		1	1	1	1	0	0	0	0	7	3	1	29/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130041	BOTINA DE SEGURAN A PARA ELETRICISTA N43		1	1	1	1	0	0	0	0	7	3	1	29/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130042	BOTINA DE SEGURAN A PARA ELETRICISTA N44		1	1	1	1	0	0	0	0	7	3	1	29/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130043	BOTINA DE SEGURAN A PARA ELETRICISTA N45		1	1	1	1	0	0	0	0	7	3	1	29/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130044	LUVAS DE PROTECAO PU TAMANHO P		1	1	1	1	0	0	0	0	7	3	1	29/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130045	LUVAS DE PROTECAO PU TAMANHO M		1	1	1	1	0	0	0	0	7	3	1	29/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130046	LUVAS DE PROTECAO PU TAMANHO G		1	1	1	1	0	0	0	0	7	3	1	29/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130047	LUVAS DE PROTECAO PU TAMANHO EX		1	1	1	1	0	0	0	0	7	3	1	29/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130048	OCULOS DE PROTECAO LENTE INCOLOR		1	1	1	1	0	0	0	0	7	3	1	29/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130049	OCULOS DE PROTECAO LENTE CINZA		1	1	1	1	0	0	0	0	7	3	1	29/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130050	PROTETOR FACIAL MAX VISOR INCOLOR AJUSTE COM CATRACA		1	1	1	1	0	0	0	0	7	3	1	29/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130051	SAPATO SEGURANCA ANTIDERRAPANTE  34		1	1	1	1	0	0	0	0	7	3	1	21/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130052	SAPATO SEGURANCA ANTIDERRAPANTE  35		1	1	1	1	0	0	0	0	7	3	1	21/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130053	SAPATO SEGURANCA ANTIDERRAPANTE  36		1	1	1	1	0	0	0	0	7	3	1	21/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130054	SAPATO SEGURANCA ANTIDERRAPANTE  37		1	1	1	1	0	0	0	0	7	3	1	21/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130055	SAPATO SEGURANCA ANTIDERRAPANTE  38		1	1	1	1	0	0	0	0	7	3	1	21/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130056	SAPATO SEGURANCA ANTIDERRAPANTE  39		1	1	1	1	0	0	0	0	7	3	1	21/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130057	SAPATO SEGURANCA ANTIDERRAPANTE  40		1	1	1	1	0	0	0	0	7	3	1	21/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130058	SAPATO SEGURANCA ANTIDERRAPANTE  41		1	1	1	1	0	0	0	0	7	3	1	21/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130059	SAPATO SEGURANCA ANTIDERRAPANTE  42		1	1	1	1	0	0	0	0	7	3	1	21/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130060	SAPATO SEGURANCA ANTIDERRAPANTE  43		1	1	1	1	0	0	0	0	7	3	1	21/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130061	SAPATO SEGURANCA ANTIDERRAPANTE  44		1	1	1	1	0	0	0	0	7	3	1	21/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130062	CAMISETA MC (PRODUCAO) MALHA PV AZUL TURQUESA CLARO P		1	1	1	1	0	0	0	0	7	3	1	21/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130063	CAMISETA MC (PRODUCAO) MALHA PV AZUL TURQUESA CLARO M		1	1	1	1	0	0	0	0	7	3	1	21/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130064	CAMISETA MC (PRODUCAO) MALHA PV AZUL TURQUESA CLARO G		1	1	1	1	0	0	0	0	7	3	1	21/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130065	CAMISETA MC (PRODUCAO) MALHA PV AZUL TURQUESA CLARO GG		1	1	1	1	0	0	0	0	7	3	1	21/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130066	CAMISETA MC (PRODUCAO) MALHA PV AZUL TURQUESA CLARO EXG		1	1	1	1	0	0	0	0	7	3	1	21/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130067	CAMISETA MC (PRODUCAO) MALHA PV AZUL TURQUESA CLARO EXGG		1	1	1	1	0	0	0	0	7	3	1	21/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130068	CAMISTA MC ( QUALIDADE) MALHA DRY AZUL MARINHO P		1	1	1	1	0	0	0	0	7	3	1	21/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130069	CAMISTA MC (QUALIDADE) MALHA DRY AZUL MARINHO M		1	1	1	1	0	0	0	0	7	3	1	21/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130070	CAMISTA MC (QUALIDADE) MALHA DRY AZUL MARINHO G		1	1	1	1	0	0	0	0	7	3	1	21/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130071	CAMISTA MC (QUALIDADE) MALHA DRY AZUL MARINHO GG		1	1	1	1	0	0	0	0	7	3	1	21/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	130072	CAMISTA MC (QUALIDADE) MALHA DRY AZUL MARINHO EXG		1	1	1	1	0	0	0	0	7	3	1	21/07/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
